Quarter,Month,Week,Product Type,Territory,Sales Channel,Customer Type,Revenue,Cost
Q1/2012,12-Mar,W13-2012,Mobile,North America,Internet,Entertainment Venues,7533.9,3458.4
Q1/2012,12-Mar,W13-2012,Mobile,North America,Internet,Retail,20523.8,23196
Q1/2012,12-Mar,W13-2012,Office Supplies,North America,Direct,Entertainment Venues,6062.1,2650.8
Q1/2012,12-Mar,W13-2012,Office Supplies,North America,Direct,Branded Stores,5658.4,3548.4
Q1/2012,12-Mar,W13-2012,Portable Electronics,North America,Internet,Entertainment Venues,9072.8,7285.2
Q1/2012,12-Mar,W13-2012,Portable Electronics,North America,Internet,Branded Stores,18330.4,13603.2
Q1/2012,12-Mar,W13-2012,Portable Electronics,North America,Retail,Retail,5677.1,13935.6
Q1/2012,12-Mar,W14-2012,Computers & Tablets,North America,Direct,Entertainment Venues,7759.4,10610.4
Q1/2012,12-Mar,W14-2012,Computers & Tablets,North America,Retail,Entertainment Venues,10987.9,12364.8
Q1/2012,12-Mar,W14-2012,Computers & Tablets,North America,Retail,Branded Stores,121024.2,196386
Q1/2012,12-Mar,W14-2012,Computers & Tablets,North America,Retail,Retail,23659.9,53209.2
Q1/2012,12-Mar,W14-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,46401.3,45312
Q1/2012,12-Mar,W14-2012,Cameras,North America,Internet,Entertainment Venues,2588.3,1572
Q1/2012,12-Mar,W14-2012,Cameras,North America,Retail,Entertainment Venues,14184.5,19375.2
Q1/2012,12-Mar,W14-2012,Mobile,North America,Direct,Branded Stores,8345.7,9501.6
Q1/2012,12-Mar,W14-2012,Mobile,North America,Direct,Retail,9324.7,13405.2
Q1/2012,12-Mar,W14-2012,Mobile,North America,Internet,Retail,2154.9,2660.4
Q1/2012,12-Mar,W14-2012,Office Supplies,North America,Direct,Entertainment Venues,18626.3,12081.6
Q1/2012,12-Mar,W14-2012,Office Supplies,North America,Internet,Entertainment Venues,2759.9,1195.2
Q1/2012,12-Mar,W14-2012,Office Supplies,North America,Retail,Retail,11907.5,11320.8
Q2/2012,12-Apr,W14-2012,Computers & Tablets,North America,Internet,Retail,815.1,844.8
Q2/2012,12-Apr,W14-2012,TV & Home Theatre,North America,Direct,Retail,6179.8,8156.4
Q2/2012,12-Apr,W14-2012,Cameras,North America,Retail,Entertainment Venues,28823.3,30627.6
Q2/2012,12-Apr,W14-2012,Office Supplies,North America,Internet,Internet Direct,37642,11000.4
Q2/2012,12-Apr,W15-2012,Computers & Tablets,North America,Direct,Entertainment Venues,597.3,673.2
Q2/2012,12-Apr,W15-2012,Computers & Tablets,North America,Retail,Internet Direct,9500.7,5041.2
Q2/2012,12-Apr,W15-2012,TV & Home Theatre,North America,Direct,Retail,404.8,632.4
Q2/2012,12-Apr,W15-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,58155.9,76339.2
Q2/2012,12-Apr,W15-2012,TV & Home Theatre,North America,Retail,Retail,226486.7,464739.6
Q2/2012,12-Apr,W15-2012,Cameras,North America,Internet,Entertainment Venues,23305.7,12282
Q2/2012,12-Apr,W15-2012,Cameras,North America,Retail,Entertainment Venues,253,344.4
Q2/2012,12-Apr,W15-2012,Mobile,North America,Direct,Entertainment Venues,322.3,240
Q2/2012,12-Apr,W15-2012,Mobile,North America,Internet,Entertainment Venues,40868.3,22338
Q2/2012,12-Apr,W15-2012,Mobile,North America,Retail,Retail,8380.9,16147.2
Q2/2012,12-Apr,W15-2012,Office Supplies,North America,Direct,Retail,23973.4,16484.4
Q2/2012,12-Apr,W15-2012,Office Supplies,North America,Internet,Retail,2612.5,1683.6
Q2/2012,12-Apr,W15-2012,Office Supplies,North America,Internet,Internet Direct,14491.4,3942
Q2/2012,12-Apr,W15-2012,Repairs,North America,Internet,Internet Direct,66529.1,13201.2
Q2/2012,12-Apr,W15-2012,Repairs,North America,Retail,Retail,20806.5,20314.8
Q2/2012,12-Apr,W15-2012,Portable Electronics,North America,Direct,Entertainment Venues,27260.2,20745.6
Q2/2012,12-Apr,W15-2012,Portable Electronics,North America,Direct,Branded Stores,1707.2,1638
Q2/2012,12-Apr,W15-2012,Portable Electronics,North America,Direct,Retail,20678.9,32648.4
Q2/2012,12-Apr,W15-2012,Portable Electronics,North America,Retail,Entertainment Venues,22066,17961.6
Q2/2012,12-Apr,W16-2012,Computers & Tablets,North America,Direct,Entertainment Venues,99,109.2
Q2/2012,12-Apr,W16-2012,Computers & Tablets,North America,Internet,Retail,58741.1,87705.6
Q2/2012,12-Apr,W16-2012,Computers & Tablets,North America,Retail,Retail,39295.3,83046
Q2/2012,12-Apr,W16-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,43470.9,30544.8
Q2/2012,12-Apr,W16-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,4230.6,5038.8
Q2/2012,12-Apr,W16-2012,Cameras,North America,Internet,Entertainment Venues,3603.6,2599.2
Q2/2012,12-Apr,W16-2012,Mobile,North America,Direct,Retail,2742.3,4438.8
Q2/2012,12-Apr,W16-2012,Mobile,North America,Internet,Entertainment Venues,15337.3,9094.8
Q2/2012,12-Apr,W16-2012,Mobile,North America,Retail,Entertainment Venues,36383.6,27675.6
Q2/2012,12-Apr,W16-2012,Office Supplies,North America,Direct,Entertainment Venues,3810.4,1448.4
Q2/2012,12-Apr,W16-2012,Office Supplies,North America,Direct,Branded Stores,35824.8,20240.4
Q2/2012,12-Apr,W16-2012,Office Supplies,North America,Internet,Entertainment Venues,5166.7,2444.4
Q2/2012,12-Apr,W16-2012,Office Supplies,North America,Internet,Retail,3833.5,2514
Q2/2012,12-Apr,W16-2012,Repairs,North America,Direct,Entertainment Venues,37413.2,12061.2
Q2/2012,12-Apr,W16-2012,Repairs,North America,Retail,Retail,23425.6,18520.8
Q2/2012,12-Apr,W16-2012,Portable Electronics,North America,Internet,Entertainment Venues,4738.8,3205.2
Q2/2012,12-Apr,W16-2012,Portable Electronics,North America,Internet,Branded Stores,45274.9,45915.6
Q2/2012,12-Apr,W16-2012,Portable Electronics,North America,Retail,Entertainment Venues,15964.3,19113.6
Q2/2012,12-Apr,W16-2012,Portable Electronics,North America,Retail,Retail,38762.9,64843.2
Q2/2012,12-Apr,W17-2012,Computers & Tablets,North America,Direct,Retail,39976.2,103406.4
Q2/2012,12-Apr,W17-2012,Computers & Tablets,North America,Internet,Entertainment Venues,60618.8,43494
Q2/2012,12-Apr,W17-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,16672.7,9991.2
Q2/2012,12-Apr,W17-2012,TV & Home Theatre,North America,Direct,Retail,2136.2,3044.4
Q2/2012,12-Apr,W17-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,20628.3,12486
Q2/2012,12-Apr,W17-2012,TV & Home Theatre,North America,Retail,Retail,17257.9,27608.4
Q2/2012,12-Apr,W17-2012,Mobile,North America,Direct,Entertainment Venues,3615.7,2017.2
Q2/2012,12-Apr,W17-2012,Mobile,North America,Internet,Entertainment Venues,33822.8,16561.2
Q2/2012,12-Apr,W17-2012,Mobile,North America,Internet,Retail,22972.4,24014.4
Q2/2012,12-Apr,W17-2012,Mobile,North America,Retail,Entertainment Venues,35429.9,31911.6
Q2/2012,12-Apr,W17-2012,Office Supplies,North America,Direct,Retail,8362.2,9589.2
Q2/2012,12-Apr,W17-2012,Office Supplies,North America,Retail,Entertainment Venues,18836.4,16245.6
Q2/2012,12-Apr,W17-2012,Repairs,North America,Direct,Retail,48704.7,36658.8
Q2/2012,12-Apr,W17-2012,Portable Electronics,North America,Direct,Entertainment Venues,1729.2,871.2
Q2/2012,12-Apr,W17-2012,Portable Electronics,North America,Direct,Retail,4277.9,5904
Q2/2012,12-Apr,W17-2012,Portable Electronics,North America,Retail,Entertainment Venues,14463.9,11880
Q2/2012,12-Apr,W18-2012,Computers & Tablets,North America,Direct,Entertainment Venues,9328,10806
Q2/2012,12-Apr,W18-2012,Computers & Tablets,North America,Direct,Retail,3828,8715.6
Q2/2012,12-Apr,W18-2012,Computers & Tablets,North America,Internet,Entertainment Venues,64698.7,44628
Q2/2012,12-Apr,W18-2012,Computers & Tablets,North America,Internet,Internet Direct,92318.6,47551.2
Q2/2012,12-Apr,W18-2012,TV & Home Theatre,North America,Direct,Branded Stores,1170.4,1228.8
Q2/2012,12-Apr,W18-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,2750,3826.8
Q2/2012,12-Apr,W18-2012,Cameras,North America,Direct,Branded Stores,2744.5,3991.2
Q2/2012,12-Apr,W18-2012,Cameras,North America,Internet,Entertainment Venues,6496.6,4272
Q2/2012,12-Apr,W18-2012,Mobile,North America,Direct,Entertainment Venues,1157.2,1180.8
Q2/2012,12-Apr,W18-2012,Mobile,North America,Direct,Branded Stores,5580.3,4257.6
Q2/2012,12-Apr,W18-2012,Mobile,North America,Internet,Entertainment Venues,2164.8,1292.4
Q2/2012,12-Apr,W18-2012,Mobile,North America,Retail,Entertainment Venues,5614.4,5580
Q2/2012,12-Apr,W18-2012,Repairs,North America,Direct,Entertainment Venues,33159.5,11260.8
Q2/2012,12-Apr,W18-2012,Portable Electronics,North America,Direct,Retail,41258.8,41563.2
Q2/2012,12-Apr,W18-2012,Portable Electronics,North America,Internet,Internet Direct,14880.8,6022.8
Q2/2012,12-May,W19-2012,Computers & Tablets,North America,Direct,Retail,15222.9,24165.6
Q2/2012,12-May,W19-2012,Computers & Tablets,North America,Internet,Entertainment Venues,61283.2,39286.8
Q2/2012,12-May,W19-2012,Computers & Tablets,North America,Retail,Retail,72114.9,116401.2
Q2/2012,12-May,W19-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,210237.5,151383.6
Q2/2012,12-May,W19-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,23980,14398.8
Q2/2012,12-May,W19-2012,Cameras,North America,Internet,Entertainment Venues,2470.6,1150.8
Q2/2012,12-May,W19-2012,Cameras,North America,Internet,Retail,2208.8,2155.2
Q2/2012,12-May,W19-2012,Cameras,North America,Retail,Entertainment Venues,2794,3115.2
Q2/2012,12-May,W19-2012,Office Supplies,North America,Direct,Entertainment Venues,4129.4,1381.2
Q2/2012,12-May,W19-2012,Office Supplies,North America,Direct,Branded Stores,60280,38156.4
Q2/2012,12-May,W19-2012,Office Supplies,North America,Retail,Retail,42593.1,49831.2
Q2/2012,12-May,W19-2012,Portable Electronics,North America,Direct,Entertainment Venues,336.6,316.8
Q2/2012,12-May,W19-2012,Portable Electronics,North America,Direct,Retail,2393.6,2826
Q2/2012,12-May,W19-2012,Portable Electronics,North America,Internet,Entertainment Venues,10407.1,5530.8
Q2/2012,12-May,W19-2012,Portable Electronics,North America,Retail,Entertainment Venues,19094.9,16375.2
Q2/2012,12-May,W20-2012,Computers & Tablets,North America,Direct,Entertainment Venues,833.8,661.2
Q2/2012,12-May,W20-2012,Computers & Tablets,North America,Direct,Internet Direct,4824.6,3009.6
Q2/2012,12-May,W20-2012,Computers & Tablets,North America,Internet,Entertainment Venues,437.8,361.2
Q2/2012,12-May,W20-2012,Computers & Tablets,North America,Internet,Branded Stores,32912,36865.2
Q2/2012,12-May,W20-2012,Computers & Tablets,North America,Internet,Internet Direct,10278.4,3152.4
Q2/2012,12-May,W20-2012,Computers & Tablets,North America,Retail,Entertainment Venues,25490.3,22576.8
Q2/2012,12-May,W20-2012,Computers & Tablets,North America,Retail,Retail,81116.2,148726.8
Q2/2012,12-May,W20-2012,TV & Home Theatre,North America,Retail,Retail,891,1908
Q2/2012,12-May,W20-2012,Cameras,North America,Internet,Branded Stores,17349.2,18314.4
Q2/2012,12-May,W20-2012,Mobile,North America,Direct,Entertainment Venues,15219.6,8014.8
Q2/2012,12-May,W20-2012,Mobile,North America,Internet,Entertainment Venues,7560.3,3543.6
Q2/2012,12-May,W20-2012,Mobile,North America,Internet,Retail,3274.7,3861.6
Q2/2012,12-May,W20-2012,Mobile,North America,Retail,Retail,2282.5,3925.2
Q2/2012,12-May,W20-2012,Office Supplies,North America,Direct,Branded Stores,96224.7,69633.6
Q2/2012,12-May,W20-2012,Office Supplies,North America,Direct,Retail,35489.3,28509.6
Q2/2012,12-May,W20-2012,Office Supplies,North America,Retail,Internet Direct,26576,8278.8
Q2/2012,12-May,W20-2012,Repairs,North America,Internet,Entertainment Venues,24269.3,4891.2
Q2/2012,12-May,W20-2012,Portable Electronics,North America,Direct,Entertainment Venues,3026.1,1274.4
Q2/2012,12-May,W20-2012,Portable Electronics,North America,Direct,Branded Stores,44272.8,34863.6
Q2/2012,12-May,W20-2012,Portable Electronics,North America,Direct,Retail,2203.3,3403.2
Q2/2012,12-May,W20-2012,Portable Electronics,North America,Internet,Entertainment Venues,2633.4,1545.6
Q2/2012,12-May,W20-2012,Portable Electronics,North America,Internet,Retail,42123.4,47958
Q2/2012,12-May,W20-2012,Portable Electronics,North America,Internet,Internet Direct,15375.8,5194.8
Q2/2012,12-May,W20-2012,Portable Electronics,North America,Retail,Entertainment Venues,17592.3,16722
Q2/2012,12-May,W21-2012,Computers & Tablets,North America,Direct,Entertainment Venues,17147.9,16987.2
Q2/2012,12-May,W21-2012,Computers & Tablets,North America,Direct,Branded Stores,83286.5,155272.8
Q2/2012,12-May,W21-2012,Computers & Tablets,North America,Direct,Internet Direct,536.8,326.4
Q2/2012,12-May,W21-2012,Computers & Tablets,North America,Internet,Entertainment Venues,7045.5,4862.4
Q2/2012,12-May,W21-2012,Computers & Tablets,North America,Internet,Branded Stores,33480.7,30368.4
Q2/2012,12-May,W21-2012,Cameras,North America,Internet,Retail,7530.6,9297.6
Q2/2012,12-May,W21-2012,Cameras,North America,Retail,Entertainment Venues,4530.9,4896
Q2/2012,12-May,W21-2012,Cameras,North America,Retail,Branded Stores,15438.5,30768
Q2/2012,12-May,W21-2012,Cameras,North America,Retail,Retail,25488.1,70065.6
Q2/2012,12-May,W21-2012,Mobile,North America,Internet,Retail,641.3,597.6
Q2/2012,12-May,W21-2012,Mobile,North America,Retail,Entertainment Venues,3917.1,4176
Q2/2012,12-May,W21-2012,Mobile,North America,Retail,Retail,2173.6,3553.2
Q2/2012,12-May,W21-2012,Office Supplies,North America,Internet,Entertainment Venues,19797.8,7927.2
Q2/2012,12-May,W21-2012,Portable Electronics,North America,Direct,Retail,42815.3,59059.2
Q2/2012,12-May,W21-2012,Portable Electronics,North America,Internet,Entertainment Venues,10236.6,4989.6
Q2/2012,12-May,W21-2012,Portable Electronics,North America,Internet,Branded Stores,19316,10147.2
Q2/2012,12-May,W21-2012,Portable Electronics,North America,Retail,Retail,3952.3,7572
Q2/2012,12-May,W22-2012,Computers & Tablets,North America,Direct,Entertainment Venues,809.6,870
Q2/2012,12-May,W22-2012,Computers & Tablets,North America,Direct,Retail,15695.9,40123.2
Q2/2012,12-May,W22-2012,Computers & Tablets,North America,Retail,Entertainment Venues,1197.9,982.8
Q2/2012,12-May,W22-2012,Computers & Tablets,North America,Retail,Internet Direct,81252.6,52024.8
Q2/2012,12-May,W22-2012,TV & Home Theatre,North America,Direct,Retail,1227.6,1915.2
Q2/2012,12-May,W22-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,1807.3,1010.4
Q2/2012,12-May,W22-2012,Cameras,North America,Direct,Entertainment Venues,39266.7,36729.6
Q2/2012,12-May,W22-2012,Cameras,North America,Retail,Retail,17744.1,39042
Q2/2012,12-May,W22-2012,Mobile,North America,Direct,Entertainment Venues,5019.3,2856
Q2/2012,12-May,W22-2012,Mobile,North America,Internet,Retail,21822.9,16834.8
Q2/2012,12-May,W22-2012,Office Supplies,North America,Internet,Entertainment Venues,27009.4,8157.6
Q2/2012,12-May,W22-2012,Office Supplies,North America,Retail,Retail,31916.5,36938.4
Q2/2012,12-May,W22-2012,Repairs,North America,Direct,Entertainment Venues,12459.7,4826.4
Q2/2012,12-May,W22-2012,Repairs,North America,Direct,Retail,22701.8,13845.6
Q2/2012,12-May,W22-2012,Portable Electronics,North America,Internet,Entertainment Venues,640.2,307.2
Q2/2012,12-May,W22-2012,Portable Electronics,North America,Internet,Retail,1205.6,1671.6
Q2/2012,12-May,W22-2012,Portable Electronics,North America,Retail,Branded Stores,59074.4,79156.8
Q2/2012,12-May,W23-2012,Computers & Tablets,North America,Direct,Entertainment Venues,4341.7,6618
Q2/2012,12-May,W23-2012,Computers & Tablets,North America,Retail,Branded Stores,56115.4,76282.8
Q2/2012,12-May,W23-2012,Cameras,North America,Retail,Retail,26251.5,51439.2
Q2/2012,12-May,W23-2012,Mobile,North America,Direct,Retail,2707.1,3664.8
Q2/2012,12-May,W23-2012,Mobile,North America,Internet,Retail,1746.8,1185.6
Q2/2012,12-May,W23-2012,Mobile,North America,Retail,Entertainment Venues,578.6,637.2
Q2/2012,12-May,W23-2012,Portable Electronics,North America,Direct,Entertainment Venues,3166.9,1837.2
Q2/2012,12-May,W23-2012,Portable Electronics,North America,Internet,Entertainment Venues,21466.5,9189.6
Q2/2012,12-May,W23-2012,Portable Electronics,North America,Retail,Branded Stores,2481.6,3912
Q2/2012,12-Jun,W23-2012,Computers & Tablets,North America,Direct,Retail,15829,27194.4
Q2/2012,12-Jun,W23-2012,Computers & Tablets,North America,Internet,Entertainment Venues,12351.9,9344.4
Q2/2012,12-Jun,W23-2012,TV & Home Theatre,North America,Internet,Retail,8030,7147.2
Q2/2012,12-Jun,W23-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,647.9,796.8
Q2/2012,12-Jun,W23-2012,Office Supplies,North America,Retail,Retail,4254.8,6302.4
Q2/2012,12-Jun,W23-2012,Repairs,North America,Internet,Retail,27700.2,12988.8
Q2/2012,12-Jun,W23-2012,Portable Electronics,North America,Internet,Entertainment Venues,3582.7,1648.8
Q2/2012,12-Jun,W24-2012,Computers & Tablets,North America,Direct,Entertainment Venues,959.2,895.2
Q2/2012,12-Jun,W24-2012,Computers & Tablets,North America,Internet,Entertainment Venues,62487.7,39258
Q2/2012,12-Jun,W24-2012,Computers & Tablets,North America,Retail,Entertainment Venues,18858.4,12542.4
Q2/2012,12-Jun,W24-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,13360.6,11703.6
Q2/2012,12-Jun,W24-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,3198.8,2865.6
Q2/2012,12-Jun,W24-2012,Cameras,North America,Direct,Branded Stores,5097.4,4119.6
Q2/2012,12-Jun,W24-2012,Cameras,North America,Direct,Retail,25803.8,30196.8
Q2/2012,12-Jun,W24-2012,Cameras,North America,Internet,Entertainment Venues,62949.7,36022.8
Q2/2012,12-Jun,W24-2012,Mobile,North America,Direct,Retail,10489.6,13798.8
Q2/2012,12-Jun,W24-2012,Mobile,North America,Internet,Entertainment Venues,1054.9,558
Q2/2012,12-Jun,W24-2012,Mobile,North America,Retail,Entertainment Venues,592.9,639.6
Q2/2012,12-Jun,W24-2012,Mobile,North America,Retail,Retail,70258.1,121171.2
Q2/2012,12-Jun,W24-2012,Office Supplies,North America,Internet,Entertainment Venues,21107.9,10186.8
Q2/2012,12-Jun,W24-2012,Office Supplies,North America,Retail,Entertainment Venues,7883.7,3877.2
Q2/2012,12-Jun,W24-2012,Repairs,North America,Direct,Entertainment Venues,16658.4,6633.6
Q2/2012,12-Jun,W24-2012,Portable Electronics,North America,Internet,Entertainment Venues,17683.6,8886
Q2/2012,12-Jun,W25-2012,Computers & Tablets,North America,Direct,Entertainment Venues,26068.9,30168
Q2/2012,12-Jun,W25-2012,Computers & Tablets,North America,Internet,Entertainment Venues,122900.8,89170.8
Q2/2012,12-Jun,W25-2012,Computers & Tablets,North America,Retail,Retail,74619.6,166096.8
Q2/2012,12-Jun,W25-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,216267.7,135016.8
Q2/2012,12-Jun,W25-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,32103.5,19388.4
Q2/2012,12-Jun,W25-2012,Cameras,North America,Direct,Entertainment Venues,1578.5,1239.6
Q2/2012,12-Jun,W25-2012,Cameras,North America,Internet,Entertainment Venues,11377.3,7010.4
Q2/2012,12-Jun,W25-2012,Mobile,North America,Direct,Entertainment Venues,1293.6,951.6
Q2/2012,12-Jun,W25-2012,Mobile,North America,Direct,Retail,14290.1,15361.2
Q2/2012,12-Jun,W25-2012,Mobile,North America,Internet,Retail,55788.7,63134.4
Q2/2012,12-Jun,W25-2012,Office Supplies,North America,Retail,Retail,34758.9,40040.4
Q2/2012,12-Jun,W25-2012,Repairs,North America,Direct,Retail,80987.5,39909.6
Q2/2012,12-Jun,W25-2012,Portable Electronics,North America,Direct,Entertainment Venues,32018.8,17685.6
Q2/2012,12-Jun,W25-2012,Portable Electronics,North America,Retail,Entertainment Venues,5404.3,5181.6
Q2/2012,12-Jun,W25-2012,Portable Electronics,North America,Retail,Retail,10716.2,19776
Q2/2012,12-Jun,W26-2012,Computers & Tablets,North America,Internet,Entertainment Venues,73881.5,60322.8
Q2/2012,12-Jun,W26-2012,Computers & Tablets,North America,Internet,Retail,16408.7,20176.8
Q2/2012,12-Jun,W26-2012,Computers & Tablets,North America,Internet,Internet Direct,125473.7,50066.4
Q2/2012,12-Jun,W26-2012,Computers & Tablets,North America,Retail,Retail,133491.6,225690
Q2/2012,12-Jun,W26-2012,TV & Home Theatre,North America,Direct,Retail,12188,15270
Q2/2012,12-Jun,W26-2012,TV & Home Theatre,North America,Direct,Internet Direct,2493.7,849.6
Q2/2012,12-Jun,W26-2012,TV & Home Theatre,North America,Internet,Retail,68013,75666
Q2/2012,12-Jun,W26-2012,Cameras,North America,Direct,Entertainment Venues,15050.2,11926.8
Q2/2012,12-Jun,W26-2012,Cameras,North America,Internet,Branded Stores,2329.8,1680
Q2/2012,12-Jun,W26-2012,Cameras,North America,Internet,Retail,2858.9,4072.8
Q2/2012,12-Jun,W26-2012,Cameras,North America,Retail,Branded Stores,8616.3,11902.8
Q2/2012,12-Jun,W26-2012,Mobile,North America,Internet,Entertainment Venues,18440.4,8883.6
Q2/2012,12-Jun,W26-2012,Mobile,North America,Retail,Entertainment Venues,2363.9,1694.4
Q2/2012,12-Jun,W26-2012,Office Supplies,North America,Direct,Entertainment Venues,23170.4,8304
Q2/2012,12-Jun,W26-2012,Repairs,North America,Direct,Entertainment Venues,16718.9,5995.2
Q2/2012,12-Jun,W26-2012,Repairs,North America,Internet,Entertainment Venues,37165.7,11551.2
Q2/2012,12-Jun,W26-2012,Portable Electronics,North America,Internet,Entertainment Venues,540.1,279.6
Q2/2012,12-Jun,W26-2012,Portable Electronics,North America,Internet,Retail,6606.6,6183.6
Q2/2012,12-Jun,W26-2012,Portable Electronics,North America,Retail,Retail,2751.1,4671.6
Q2/2012,12-Jun,W27-2012,Computers & Tablets,North America,Direct,Entertainment Venues,31696.5,40792.8
Q2/2012,12-Jun,W27-2012,Computers & Tablets,North America,Direct,Branded Stores,682,955.2
Q2/2012,12-Jun,W27-2012,Computers & Tablets,North America,Retail,Retail,40068.6,62498.4
Q2/2012,12-Jun,W27-2012,TV & Home Theatre,North America,Retail,Retail,3661.9,7731.6
Q2/2012,12-Jun,W27-2012,Cameras,North America,Direct,Entertainment Venues,1298,1202.4
Q2/2012,12-Jun,W27-2012,Mobile,North America,Internet,Branded Stores,8089.4,3698.4
Q2/2012,12-Jun,W27-2012,Office Supplies,North America,Internet,Entertainment Venues,1853.5,760.8
Q2/2012,12-Jun,W27-2012,Office Supplies,North America,Internet,Retail,9516.1,6789.6
Q2/2012,12-Jun,W27-2012,Office Supplies,North America,Retail,Retail,911.9,1303.2
Q2/2012,12-Jun,W27-2012,Repairs,North America,Retail,Retail,48760.8,50670
Q2/2012,12-Jun,W27-2012,Portable Electronics,North America,Direct,Entertainment Venues,9755.9,5810.4
Q3/2012,12-Jul,W27-2012,Computers & Tablets,North America,Direct,Retail,73788.6,165985
Q3/2012,12-Jul,W27-2012,Computers & Tablets,North America,Internet,Entertainment Venues,1147.7,617.5
Q3/2012,12-Jul,W27-2012,Portable Electronics,North America,Direct,Retail,17597.3,21023.75
Q3/2012,12-Jul,W28-2012,Computers & Tablets,North America,Direct,Entertainment Venues,10819.2,11897.5
Q3/2012,12-Jul,W28-2012,Computers & Tablets,North America,Direct,Branded Stores,23064.4,26535
Q3/2012,12-Jul,W28-2012,Computers & Tablets,North America,Retail,Entertainment Venues,3520.15,2465
Q3/2012,12-Jul,W28-2012,Computers & Tablets,North America,Retail,Retail,72625.95,118067.5
Q3/2012,12-Jul,W28-2012,Computers & Tablets,North America,Retail,Internet Direct,177218.45,93896.25
Q3/2012,12-Jul,W28-2012,TV & Home Theatre,North America,Direct,Branded Stores,9942.9,8797.5
Q3/2012,12-Jul,W28-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,36576.9,14866.25
Q3/2012,12-Jul,W28-2012,Cameras,North America,Internet,Entertainment Venues,1644.5,805
Q3/2012,12-Jul,W28-2012,Mobile,North America,Direct,Branded Stores,80263.1,62061.25
Q3/2012,12-Jul,W28-2012,Mobile,North America,Direct,Retail,5966.2,5531.25
Q3/2012,12-Jul,W28-2012,Mobile,North America,Internet,Entertainment Venues,18764.55,9832.5
Q3/2012,12-Jul,W28-2012,Office Supplies,North America,Internet,Entertainment Venues,5714.35,2008.75
Q3/2012,12-Jul,W28-2012,Office Supplies,North America,Retail,Entertainment Venues,637.1,360
Q3/2012,12-Jul,W28-2012,Office Supplies,North America,Retail,Retail,1229.35,1567.5
Q3/2012,12-Jul,W28-2012,Portable Electronics,North America,Direct,Entertainment Venues,40972.2,31218.75
Q3/2012,12-Jul,W28-2012,Portable Electronics,North America,Direct,Retail,4558.6,6300
Q3/2012,12-Jul,W28-2012,Portable Electronics,North America,Internet,Entertainment Venues,15945.9,6473.75
Q3/2012,12-Jul,W29-2012,Computers & Tablets,North America,Direct,Entertainment Venues,32553.05,37885
Q3/2012,12-Jul,W29-2012,Computers & Tablets,North America,Internet,Entertainment Venues,2531.15,1885
Q3/2012,12-Jul,W29-2012,Computers & Tablets,North America,Retail,Retail,63926.2,133488.75
Q3/2012,12-Jul,W29-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,27437.85,19337.5
Q3/2012,12-Jul,W29-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,109238.5,72026.25
Q3/2012,12-Jul,W29-2012,Cameras,North America,Internet,Entertainment Venues,102544.35,61573.75
Q3/2012,12-Jul,W29-2012,Cameras,North America,Retail,Branded Stores,31542.2,55873.75
Q3/2012,12-Jul,W29-2012,Mobile,North America,Internet,Entertainment Venues,565.8,260
Q3/2012,12-Jul,W29-2012,Mobile,North America,Retail,Entertainment Venues,11390.75,10765
Q3/2012,12-Jul,W29-2012,Mobile,North America,Retail,Internet Direct,41815.15,29102.5
Q3/2012,12-Jul,W29-2012,Office Supplies,North America,Direct,Retail,1815.85,1903.75
Q3/2012,12-Jul,W29-2012,Office Supplies,North America,Internet,Entertainment Venues,5937.45,1380
Q3/2012,12-Jul,W29-2012,Office Supplies,North America,Retail,Entertainment Venues,29247.95,20951.25
Q3/2012,12-Jul,W29-2012,Repairs,North America,Direct,Entertainment Venues,12867.35,3983.75
Q3/2012,12-Jul,W29-2012,Repairs,North America,Internet,Entertainment Venues,7409.45,2497.5
Q3/2012,12-Jul,W29-2012,Portable Electronics,North America,Direct,Retail,88414.3,103116.25
Q3/2012,12-Jul,W29-2012,Portable Electronics,North America,Retail,Entertainment Venues,11443.65,12881.25
Q3/2012,12-Jul,W30-2012,Computers & Tablets,North America,Direct,Entertainment Venues,39733.65,35902.5
Q3/2012,12-Jul,W30-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,96984.1,68543.75
Q3/2012,12-Jul,W30-2012,Cameras,North America,Direct,Entertainment Venues,3592.6,3892.5
Q3/2012,12-Jul,W30-2012,Cameras,North America,Internet,Branded Stores,1431.75,1155
